2013-09-08T10:22:54+0200,GB,22.345266,-19.017923
2013-09-08T10:23:54+0200,GB,22.34526,-19.017918
2013-09-08T10:24:55+0200,GB,22.345306,-19.017715
2013-09-08T10:25:55+0200,GB,22.345316,-19.017706
2013-09-08T10:26:55+0200,GB,22.345316,-19.017698
2013-09-08T10:27:55+0200,GB,22.345318,-19.017696
2013-09-08T10:28:54+0200,GB,22.345331,-19.017714
2013-09-08T10:29:54+0200,GB,22.345345,-19.01771
2013-09-08T10:30:54+0200,GB,22.345335,-19.017708
2013-09-08T10:31:55+0200,GB,22.34529,-19.017721
2013-09-08T10:32:55+0200,GB,22.345324,-19.01775
2013-09-08T10:33:55+0200,GB,22.345304,-19.017794
2013-09-08T10:34:56+0200,GB,22.34528,-19.01786
2013-09-08T10:35:59+0200,GB,22.345219,-19.017893
2013-09-08T10:36:58+0200,GB,22.345238,-19.017942
2013-09-08T10:37:58+0200,GB,22.345242,-19.01792
2013-09-08T10:39:00+0200,GB,22.34527,-19.017918
2013-09-08T10:40:00+0200,GB,22.345335,-19.01809
2013-09-08T10:41:58+0200,GB,22.345804,-19.01837
2013-09-08T10:42:58+0200,GB,22.345808,-19.018766
2013-09-08T10:44:01+0200,GB,22.346376,-19.018814
2013-09-08T10:45:00+0200,GB,22.346895,-19.019007
2013-09-08T10:46:00+0200,GB,22.34734,-19.01939
2013-09-08T10:47:00+0200,GB,22.347618,-19.019487
2013-09-08T10:48:00+0200,GB,22.34794,-19.019627
2013-09-08T10:49:00+0200,GB,22.348064,-19.019537
2013-09-08T10:50:00+0200,GB,22.348238,-19.019627
2013-09-08T10:51:01+0200,GB,22.348503,-19.020008
2013-09-08T10:52:01+0200,GB,22.348751,-19.0205
2013-09-08T10:54:01+0200,GB,22.349466,-19.021236
2013-09-08T10:55:00+0200,GB,22.349937,-19.021456
2013-09-08T10:56:00+0200,GB,22.350376,-19.021816
2013-09-08T10:57:01+0200,GB,22.35082,-19.021948
2013-09-08T10:59:01+0200,GB,22.350788,-19.021914
2013-09-08T11:00:00+0200,GB,22.3508,-19.021935
2013-09-08T11:02:01+0200,GB,22.351568,-19.022509
2013-09-08T11:03:01+0200,GB,22.351809,-19.022774
2013-09-08T11:04:00+0200,GB,22.352316,-19.022974
2013-09-08T11:05:00+0200,GB,22.352802,-19.023283
2013-09-08T11:07:00+0200,GB,22.352976,-19.02334
2013-09-08T11:08:01+0200,GB,22.353073,-19.023447
2013-09-08T11:09:01+0200,GB,22.353447,-19.023739
2013-09-08T11:10:58+0200,GB,22.35466,-19.02459
2013-09-08T11:12:01+0200,GB,22.35461,-19.025154
2013-09-08T11:13:01+0200,GB,22.355007,-19.025682
2013-09-08T11:14:01+0200,GB,22.355677,-19.02579
2013-09-08T11:15:01+0200,GB,22.356285,-19.025696
2013-09-08T11:16:00+0200,GB,22.356852,-19.025948
2013-09-08T11:17:01+0200,GB,22.357311,-19.025618
2013-09-08T11:18:01+0200,GB,22.357609,-19.025404
2013-09-08T11:19:01+0200,GB,22.358055,-19.0257
2013-09-08T11:20:01+0200,GB,22.358498,-19.026115
2013-09-08T11:21:00+0200,GB,22.358973,-19.026205
2013-09-08T11:22:01+0200,GB,22.359646,-19.02638
2013-09-08T11:23:01+0200,GB,22.35998,-19.026499
2013-09-08T11:24:01+0200,GB,22.360098,-19.026497
2013-09-08T11:25:01+0200,GB,22.360334,-19.026527
2013-09-08T11:26:05+0200,GB,22.360352,-19.026556
2013-09-08T11:27:00+0200,GB,22.36056,-19.026628
2013-09-08T11:28:00+0200,GB,22.361094,-19.026762
2013-09-08T11:29:04+0200,GB,22.361694,-19.026697
2013-09-08T11:30:00+0200,GB,22.362156,-19.026709
2013-09-08T11:31:01+0200,GB,22.36264,-19.026548
2013-09-08T11:32:01+0200,GB,22.363104,-19.026264
2013-09-08T11:34:01+0200,GB,22.364021,-19.02573
2013-09-08T11:35:01+0200,GB,22.364511,-19.025494
2013-09-08T11:37:01+0200,GB,22.365505,-19.025106
2013-09-08T11:38:00+0200,GB,22.366041,-19.02496
2013-09-08T11:39:00+0200,GB,22.366535,-19.024803
2013-09-08T11:40:02+0200,GB,22.367153,-19.024628
2013-09-08T11:41:01+0200,GB,22.367603,-19.024395
2013-09-08T11:42:01+0200,GB,22.367987,-19.023935
2013-09-08T11:43:01+0200,GB,22.368267,-19.023603
2013-09-08T11:44:01+0200,GB,22.368519,-19.023104
2013-09-08T11:45:03+0200,GB,22.368868,-19.02259
2013-09-08T11:46:01+0200,GB,22.369099,-19.02214
