country,2011
United States,10.6
Switzerland,8.0
Netherlands,6.7
United Kingdom,6.3
Iceland,6.0
Canada,5.1
Japan,4.0
Sweden,3.2
Germany,3.2
Australia,3.1
France,3.1
Chile,3.0
Denmark,2.9
Korea,2.7
Belgium,2.3
Norway,2.3
Italy,2.3
Ireland,2.2
Austria,2.1
Portugal,1.9
Greece,1.8
Luxembourg,1.7
Finland,1.2
Slovenia,1.2
Slovak Republic,0.9
Czech Republic,0.7
Israel,0.6
Spain,0.5
New Zealand,0.5
Mexico,0.3
Hungary,0.2
Poland,0.0
Estonia,0.0
